,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
241,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,7,0,1,1,1,0,0,0,0,32694901.094161935,0.0,45352150.27906588,0.0029961376235404665,59903444.52010451,0.0,14982064.672028974,0.0013952877131456543,51540582.36653201,0.057979419388725736,607900000.0,0.0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,0,2,150374742.42916545,0.10207546448162576,87066099.18500158,0.04505221046808169,34221561.73832255,0.0,5136813.981366552,0.0032151462193233116,29550002.04812749,0.0022234899954462544,0.0,0.0
243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,1,0,6,0,1,0,0,1,1,115272862.040791,0.0,58093958.43944539,0.06727720392108866,52771009.1301844,0.0,6320800.309666242,0.0,50929971.20054293,0.0,340700000.0,0.0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,3,0,1,7,2,1,0,0,2,152984692.09841877,0.05360223921087935,54641895.52771333,0.0197043575846216,59780853.898481086,0.02947739663593048,32090609.224667348,0.0,76671787.38484788,0.05455111554540334,0.0,0.0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,0,0,0,0,1,3,1,0,1,166532649.31073737,0.009340662221550307,49583611.84426529,0.00025383134684124045,110844097.43395221,0.029024597615615134,15063068.18035096,0.0,50929971.20054293,0.0,0.0,7785.095137500704
246,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,6,1,3,0,2,0,2,0,0,0,0,32694901.094161935,0.0,171180312.2932228,0.0010978250612283973,48716867.66610375,0.0,17292527.657318506,0.0007952229738083104,115732951.25796199,0.015458400180324683,115300000.0,10247.675089835626
247,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,2,0,0,0,6,32694901.094161935,0.0,23117583.460002854,0.027578730613920945,41292219.28177295,0.0,18081997.288140487,0.0,40273672.383724004,0.0,714000000.0,0.0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,3,1,5,7,1,0,0,99777573.15737084,0.05360223921087935,49583611.84426529,0.002115261223677004,102242951.6364133,0.11205619158811096,35214915.27899364,0.0,61966454.41084765,0.04173886065076067,0.0,0.0
249,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,2,2,0,0,0,42291505.65437629,0.0,73315450.27094865,0.0,43525559.687082335,0.011566849707530271,22583192.171285532,0.0005724597991674345,115732951.25796199,0.015458400180324683,115300000.0,11886.590053144037
250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,0,7,0,0,0,2,2,0,1,7,71223146.50296113,0.0,91014379.6894348,0.0003807470202618606,34221561.73832255,0.0,22845221.75356889,0.0018193356883835685,126204661.44577849,0.022288769189578297,84600000.0,2402.70923060145
251,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,94979303.71425684,0.0,58093958.43944539,0.024219793411591917,60702420.88837322,0.02839134260958917,0.0,0.0,0.0,0.0,302400000.0,2842.5446824253777
252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,6,0,0,1,7,0,3,0,0.0,0.0,104774409.06640181,0.0053821763136870935,58926842.49039639,0.0,21069784.935395602,0.0,50818369.6979232,0.002792959715698649,84600000.0,4121.231723282312
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,6,0,0,0,0,0,0,187567109.76080626,0.0578904183477497,58891718.642204456,0.008458571204197308,73946120.41768885,0.0,3299719.990261395,0.0007070410905898912,24975358.156688426,0.009960915628762343,0.0,3285.938146626415
254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,5,7,7,0,0,156608120.56145063,0.07783885184625255,80625461.99703668,0.008291652752420723,29017039.79138822,0.06426027615294595,35214915.27899364,0.0,44193513.54513965,0.0,30700000.0,0.0
255,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,4,0,0,2,83497824.69174261,0.0,22766812.379174955,0.02678010611465497,37963885.64463234,0.08276952578307406,27250087.838978544,0.0027461826797776606,100789986.64535208,0.08143302101091128,146000000.0,0.0
256,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,2,0,3,0,0,0,76431543.68310125,0.0,77930714.48446134,0.0463206983113277,61370164.82779561,0.08946799061100219,16373078.863592021,0.0,12368300.62908218,0.013691197921473199,205800000.0,0.0
257,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,0,0,0,2,32694901.094161935,0.0,60895010.63732973,0.026513897948233,54193425.905150965,0.027974627125729668,10333706.866768973,0.0012310692742748329,53969790.84127645,0.029225304896141197,400400000.0,0.0
258,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5,2,0,0,1,1,0,0,0,1,5,1,0,0,98043050.03325048,0.0,60895010.63732973,0.009545003261363882,20632421.344090376,0.00026207170674217233,21528399.73565852,0.0008863698774778797,25393861.330371454,0.00014321124454578417,351800000.0,898.0623666067158
259,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7,0,0,2,1,5,3,0,0,0,37255203.23710208,0.0,129555495.32592939,0.018563292520228616,66049891.77260444,0.09780398621401307,28109350.119659707,0.0,14023260.244539032,0.015534106974667996,339000000.0,0.0
260,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7,3,0,0,9,3,6,5,7,10,0,0,0,68139002.95605196,0.0,47842699.56310011,0.0,120343100.97747338,0.0,58446728.656740434,0.0,52811852.02969334,0.059506572072690105,267200000.0,0.0
261,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6,2,0,0,0,7,1,1,0,5,0,5,2,0,168816154.80145562,0.019296806115916568,15985462.982201707,0.00675644350955989,86462899.21101597,0.0,12718631.681385158,0.0003535205452949456,69299973.72589847,0.0,61400000.0,1095.5392021615178
262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,3,0,0,0,0,3,0,0,0,0,1,1,106293784.88118687,0.0,50454067.98484788,0.0011422410607855819,113313907.5270243,0.07063133659938702,5136813.981366552,0.0011574526389563921,52901743.28101518,0.0008004563983606516,84600000.0,2699.7795545179188
263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,0,1,7,6,0,0,1,0,1,0,0,83497824.69174261,0.0,61304243.56496225,0.004116843979606492,73946120.41768885,0.0,11401900.415466312,0.0004763942387207501,41499882.971708916,0.0027742722109995238,30700000.0,2584.7883957124245
264,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,3,1,0,7,0,0,0,3,7,0,0,32694901.094161935,0.0,166044650.32411388,0.0,35778188.7341558,0.003361647644009495,19266400.61314129,0.006913560887431758,44193513.54513965,0.0,309900000.0,0.0
265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,2,2,0,0,0,88511693.9986257,0.0,73177395.32972682,0.014819939737754216,110689650.42579818,0.08685333605706196,15173808.632728375,0.0,0.0,0.0,84600000.0,4044.291566957585
266,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,1,7,0,0,0,32694901.094161935,0.0,22474503.145151712,0.02611458569860002,26648722.567565843,0.005282025911522782,31757757.28158001,0.0,114462498.24401417,0.12738570397891602,566000000.0,0.0
267,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,3,1,4,0,1,0,3,1,172892687.80199173,0.1072044784217587,9156513.041338729,0.010647315748317643,46650169.32145682,0.0,16925244.491970196,0.0,58044072.09764524,0.0,438700000.0,0.0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,3,6,3,2,3,0,0,2,89068254.21950817,0.0,61596552.79898549,0.028111146946764896,109150158.06181382,0.11067460975742047,26562940.128449157,0.0,64184108.30650366,0.04071651050545564,0.0,0.0
269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,1,0,0,3,0,0,0,5,0,4,150374742.42916545,0.015311319672243869,91010066.69975814,0.0001571716400093167,54524958.03643597,0.009996539818459419,2124819.518642678,0.0002093487046957096,76159688.97366215,0.0,121200000.0,3284.4280832062627
270,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,5,0,0,0,2,0,1,3,7,7,7,2,1,53972506.18695759,0.0,22240655.757933136,0.02558216936575607,43878096.290305056,0.0,44184470.68063845,0.0,112962349.39735946,0.0,977600000.0,0.0
271,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,7,0,1,0.0,0.0,84758237.86046812,0.05422185159631407,65000908.30641317,0.0,4875943.369615374,0.0030328854521401655,75869639.77914998,0.0,302400000.0,0.0
272,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,6,0,0,0,110130504.5881955,0.0,22649888.68556567,0.026513897948233,37704218.719824985,0.08173995048767091,16347056.339099955,0.0024621385485496658,37104901.88724654,0.041073593764419596,182600000.0,0.0
273,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,2,2,7,5,0,0,0,0,4,0,0,85246019.34861892,0.0,97050940.606979,0.009935234257841537,70656192.99188861,0.0,15411600.914631836,0.009746389809901413,33377116.55719709,0.0,146000000.0,0.0
274,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,5,7,0,2,3,6,0,0,3,0,0,32694901.094161935,0.0,304021490.27701604,0.0,77405520.75460418,0.0656109107904225,12586457.998778107,0.0,30351526.042379983,0.0,423600000.0,0.0
275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,0,3,0,0,3,0,3,0,0,83497824.69174261,0.0,139159429.2930916,0.018740764631176597,90842995.60319959,0.14757991513332763,8453407.696608048,0.0,30351526.042379983,0.0,84600000.0,0.0
276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,0,7,1,3,32694901.094161935,0.0,77750689.04946056,0.004939979912584738,108749696.64152524,0.023227151363449355,5136813.981366552,0.0003858175463187973,115581377.23133813,0.0,84600000.0,7546.266088449067
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,10,6,2,7,1,0,4,0,0,68139002.95605196,0.0,91014379.6894348,0.001057630611838502,126101524.65875305,0.0,22258486.725668453,0.0,33377116.55719709,0.0,0.0,0.0
278,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,2,3,0,0,1,0,1,1,0,0,0,187567109.76080626,0.019296806115916568,94794218.66042754,0.00010973934734756545,20299287.62732069,0.0,12857587.774250694,0.0,40785980.37079367,0.005424633432208052,317500000.0,6386.782155573364
279,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,1,0,0,0,7,1,1,89068254.21950817,0.0,55431637.02282509,0.008926702038218324,48781035.05265209,0.06213785029405426,15272353.743607355,0.009595885969100418,108628166.34997386,0.0,61400000.0,0.0
280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,0,3,0,1,0,0,1,0,2,3,0,0,0,85246019.34861892,0.0,91876209.85066408,0.00025147462401490665,64335808.209275454,0.011809963942276049,16373078.863592021,0.0,14023260.244539032,0.0018640928369601595,121200000.0,3539.4495369367914
281,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,6,5,1,1,0,4,2,1,0,0,0,0.0,0.0,146372361.12159654,0.0013589709182143983,44502405.461655825,0.001066144484726661,25814602.496021114,0.0,34360388.24435467,0.005797941938872576,236500000.0,2660.5974047195195
282,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,7,0,0,0,0,137335325.79286757,0.048473225270746406,22766812.379174955,0.02678010611465497,32953916.17553147,0.02758984192769135,19137595.15111462,0.0030328854521401655,109817635.01654527,0.12214953151636693,61400000.0,0.0
283,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,5,7,0,0,0,0,0,0,0,3,2,1,0,1,0,134576627.39671084,0.0,22474503.145151712,0.009401250851496006,3669661.6193887508,0.0028431964158204563,24040200.774297733,0.0,96116717.93858215,0.028602791090267636,688900000.0,3471.7540114612502
284,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0.0,0.0,68948264.65741375,0.024540995864039888,92339513.21424887,0.15375164266706318,8347119.8026103,0.0012891953141265652,50363915.28001399,0.028269050103442224,730000000.0,0.0
285,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,7,4,6,8,0,0,0,76431543.68310125,0.0,50309916.719881706,0.00870486189953334,37005658.31056401,0.006011084281624448,46634054.565197766,0.0,122047091.22964312,0.13643568553257843,176700000.0,0.0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,5,0,1,3,1,3,0,0,0,104813875.57464504,0.05360223921087935,96335610.78866039,0.0103339752690333,52811167.63503672,0.0,25113995.726980142,0.0,91251898.26853871,0.10179253309586728,0.0,0.0
287,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,6,3,7,1,1,0,0,0,0,2,0,1,0,0,148992572.8637129,0.0,171741383.20257318,0.0,4661803.305148384,0.010052915047848589,13759949.041403972,0.004402032742373142,82009541.51200376,0.06450447405359463,432800000.0,0.0
288,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,7,0,4,0,0,2,89068254.21950817,0.0,22474503.145151712,0.02611458569860002,22749977.74352515,0.005282025911522782,26527642.362493023,0.0,105434849.87282099,0.08666919347346039,566000000.0,0.0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,4,5,0,0,6,7,0,0,0,99777573.15737084,0.008040335881631906,85033394.10827531,0.0032353267823820456,59344433.82549998,0.0,30033571.88243507,0.0,84316681.70269218,0.014172425265139186,0.0,7081.724113904967
290,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,3,0,1,0,1,0,3,0,6,0,1,0,0,0,0,78453877.84187987,0.0,61070396.17774367,0.026913210197865987,58926842.49039639,0.0,6320800.309666242,0.0,0.0,0.0,964800000.0,0.0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,4,0,1,0,7,0,0,0,4,147768389.26888767,0.05360223921087935,88955169.43522383,0.05336496217183148,49622725.1402255,0.0,14261651.781499248,0.0,33377116.55719709,0.0,0.0,0.0
292,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,1,3,185318376.6420668,0.13144109105713192,9204113.585228458,0.010755691160677748,12654628.54821078,0.02758984192769135,21392017.805264108,0.0009820015147081822,68913556.82178101,0.013834605039947698,61400000.0,0.0
293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,1,0,0,3,0,1,0,0,7,0,168816154.80145562,0.05360223921087935,77554352.3394833,0.04546380888684511,52224780.7164145,0.06033378574020609,8201099.4798271675,0.0012310692742748329,44193513.54513965,0.0,121200000.0,0.0
294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,3,0,6,0,0,3,0,0,47847947.961454235,0.0,120575466.7632416,0.031796116955951186,88609271.54412,0.14153358822404144,12586457.998778107,0.0,30351526.042379983,0.0,84600000.0,0.0
295,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,4,0,3,5,0,0,0,6,5,0,7,3,1,88429031.37443781,0.0,121025578.99881452,0.0031177777938466863,4661803.305148385,0.0036190494172254947,26127534.665142894,0.0,117628654.87407616,0.0,642800000.0,364.884256670937
296,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,3,0,1,1,3,7,1,3,71223146.50296113,0.0,61304243.56496225,0.0032934751836851918,24198032.45136138,0.0,24115442.09994506,0.00018194009750643984,115581377.23133813,0.0,199900000.0,1692.2229498407469
297,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,3,1,2,0,0,1,0,0,1,0,0,1,7,42291505.65437629,0.0,89979206.00780329,0.008616125844059347,20299287.62732069,0.0,12235003.014903594,0.0036895113966799497,102368068.72404349,0.03536963099889803,943300000.0,0.0
298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,5,0,0,0,0,3,0,0,3,0,115272862.040791,0.0,74782850.67287141,0.018297084353806625,14508519.89569411,0.032130138076472976,11317652.120783994,0.0016597941122513348,52043023.23818285,0.02396675325297519,30700000.0,0.0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,1,0,3,0,0,0,0,140008201.24769485,0.0029083935162447848,58093958.43944539,0.00807326447053064,93308064.50134437,0.018927561739726113,8453407.696608048,0.0,0.0,0.0,0.0,8447.38766348243
300,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,5,5,0,0,0,0,7,0,0,0,0,7,9,3,172605360.86567047,0.0,22942197.9195889,0.027179418364287965,34221561.73832255,0.0,0.0,0.0,163349896.1636874,0.0,151900000.0,0.0
301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,0,2,0,0,0,6,7,0,0,0,32694901.094161935,0.0,97105266.60422453,0.0,66496316.43497132,0.011948886362130777,35170385.86380161,0.0003858175463187973,115732951.25796199,0.015458400180324683,84600000.0,13666.405422325683
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,7,1,0,3,6,187567109.76080626,0.16080671763263804,100514471.94451112,0.000963592953445001,24198032.45136138,0.0,23908346.720799148,0.0009820015147081822,87384118.28328055,0.013834605039947698,0.0,0.0
303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,5,1,1,187567109.76080626,0.0578904183477497,80625461.99703668,0.0029849949908714603,0.0,0.0,10318669.80305019,0.00040144252724370357,96923603.35265538,0.0,30700000.0,1854.7189961823838
304,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,1,0,0,7,0,66507014.9338145,0.0,55431637.02282509,0.008926702038218324,41136375.973542176,0.0897276922217456,19414425.834071334,0.004483795554032784,80799391.88398807,0.04071651050545564,146000000.0,0.0
305,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,3,0,0,4,5,4,0,0,5,3,5,0,76299088.11882158,0.0,47842699.56310011,0.0,95070908.9808432,0.0,15646155.078438086,0.0031455551028005315,70917961.72350763,0.0,286800000.0,0.0
306,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,115272862.040791,0.0,60719625.09691577,0.009401250851496006,3997682.9538581735,0.003097970736853881,5979028.634718039,0.0013685918682932441,114885982.58199677,0.046030969135264534,773500000.0,5373.809545621227
307,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,7,7,0,0,1,0,0,0,37255203.23710208,0.0,60895010.63732973,0.026513897948233,90085446.46397439,0.02724665016255697,12206218.16863077,0.0038577965798543964,38759861.50270339,0.042916502817614395,182600000.0,0.0
308,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,6,3,0,4,0,0,0,5,0,7,3,8,0,109448217.91765803,0.0,106860238.4866137,0.0,4669880.987499747,0.010084942932028485,27939401.706900492,0.0,102026380.44403908,0.02054212340738771,176700000.0,0.0
309,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,7,1,82177854.37813279,0.0,68731321.34234303,0.018297084353806625,14508519.89569411,0.032130138076472976,10865302.829718444,0.0065347344438259816,97561136.97495285,0.02396675325297519,115300000.0,0.0
310,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,1,0,0,1,0,0,0,1,0,0,0,0,1,156694536.3998669,0.0,61304243.56496225,0.027445626530709935,14166865.541757314,0.03136837692020422,8537655.991290366,0.0015161674792203324,84882877.36331466,0.06642865457928053,115300000.0,0.0
311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,3,1,0,0,0,0,0,0,7,5,163237270.10768014,0.05360223921087935,96292323.23444732,0.010235419535116252,48022256.75672741,0.06193966026600735,4005118.6888036025,0.0026267273055795635,90595441.88119246,0.0,121200000.0,0.0
312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1,3,1,4,1,0,2,0,0,1,0,83497824.69174261,0.0,103095395.2372504,0.006586950367370384,71617663.74483383,0.0,14824997.053536937,0.0017574543141640696,80077533.3910296,0.022116653486723536,30700000.0,2845.4503673779923
313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,3,1,0,4,3,0,2,0,123239682.76336361,0.05360223921087935,47534773.07726183,0.0547016886523375,68543533.15029672,0.0,19364628.02360858,0.0,27578229.96765524,0.0,121200000.0,0.0
314,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,1,1,0,0,0,0,0,1,37255203.23710208,0.0,129388090.54567978,0.009148542176903312,70309259.07316117,0.06426027615294595,13137872.38690905,0.008090086550897959,102192514.92481507,0.08588000100180379,115300000.0,0.0
315,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,7,4,5,0,6,0,0,1,0,0,0,1,104813875.57464504,0.05360223921087935,226798343.32886666,0.0,31398797.71871161,0.0,6782819.560839735,0.00029997166847261445,41540175.48858797,0.01836776275656945,498500000.0,0.0
316,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,6,1,0,0,4,6,1,0,0,0,0,32694901.094161935,0.0,216066944.14176592,0.0,55761059.930276275,0.0656109107904225,20319063.206658736,0.0,17603950.676564448,0.019835524024230035,339000000.0,0.0
317,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,3,0,6,0,0,0,0,0,0,1,2,0,0,0,0,109448217.91765803,0.0,23059121.6131982,0.0032934751836851918,0.0,0.0,13903423.98391871,0.0,65074491.5874086,0.008628031171071067,504600000.0,7666.5284548187565
318,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,42291505.65437629,0.0,58093958.43944539,0.06727720392108866,42113116.81113286,0.09079010031833984,9695195.36216505,0.0,0.0,0.0,852900000.0,0.0
319,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,5,0,0,6,0,0,0,47847947.961454235,0.0,58093958.43944539,0.06727720392108866,83577122.94824195,0.11811467694138991,12586457.998778107,0.0,0.0,0.0,730000000.0,0.0
320,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,7,1,1,0,0,0,0,0,53972506.18695759,0.0,23059121.6131982,0.009880425551055576,59903444.52010451,0.0,6320800.309666242,0.0,65074491.5874086,0.025884093513213205,333100000.0,3186.089747457146
321,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,2,3,0,2,7,0,0,0,0,0,7,0,2,146020194.61201137,0.019296806115916568,95202239.80249318,0.0,34221561.73832255,0.0,4727185.227376339,0.001154796606209711,79084435.94406682,0.0,182600000.0,695.377509613691
322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,7,1,1,187567109.76080626,0.0578904183477497,21930035.178264093,0.00895498497261438,0.0,0.0,8453407.696608048,0.0,108628166.34997386,0.0,286800000.0,2248.258671180725
323,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,6,0,2,1,0,5,0,0,0,3,37255203.23710208,0.0,97985860.25493145,0.03703905205121339,47064910.18178667,0.007014959140233365,11068771.68625446,0.0,30351526.042379983,0.0,848900000.0,0.0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,1,0,3,110370317.88172299,0.05360223921087935,57717596.29446736,0.06642031449660607,67626108.28683192,0.0,0.0,0.0,56425877.743436806,0.0,0.0,0.0
325,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,8,0,0,0,1,2,5,7,9,1,0,0,2,111601194.33864394,0.0,22357579.451542422,0.025848377532178043,75077222.04581898,0.0,48037384.752243474,0.0,55624750.4567333,0.031068213949335993,687200000.0,0.0
326,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,3,0,0,1,8,2,10,2,0,0,66507014.9338145,0.0,63137498.176159374,0.00652306040742911,34686150.1670928,0.011393196682711864,54226762.65351559,0.0,27578229.96765524,0.0,577200000.0,865.3291646291773
327,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,7,1,7,0,0,0,0,1,0,0,0,3,53972506.18695759,0.0,217627170.58040905,0.0,42722621.13799709,0.09320677544108139,16002753.405414006,0.006325850433467265,107506826.88102132,0.08588000100180379,61400000.0,0.0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,0,0,7,0,1,0,0,123239682.76336361,0.05360223921087935,87066099.18500158,0.04505221046808169,71579842.14305505,0.11205619158811096,14261651.781499248,0.0,41923367.30969153,0.01897324724792671,0.0,0.0
329,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,6,0,0,0,32694901.094161935,0.0,58762919.664397605,0.006722872022400777,39279693.64114475,0.030663478750116057,28199221.566455238,0.00044318493873893983,38759861.50270339,0.01544994101434118,267200000.0,3087.117123817108
330,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,3,0,0,0,0,3,7,6,0,3,1,0,0,4,76431543.68310125,0.0,22825274.225979615,0.026913210197865987,105986538.88131073,0.0,15444563.06553661,0.0,33377116.55719709,0.0,747000000.0,0.0
